0.000000 	 1.750000000000003e-01 	 1.500000000000004e-01 	 -8.416488370627383e-01 
0.000000 	 1.166666666666667e-01 	 1.000000000000001e-01 	 -8.628902637506264e-01 
0.000000 	 5.833333333333357e-02 	 5.000000000000027e-02 	 -8.763512284233511e-01 
0.000000 	 0.000000000000000e+00 	 0.000000000000000e+00 	 -8.809696588797298e-01 
0.000000 	 -5.833333333333313e-02 	 -4.999999999999982e-02 	 -8.763512284233512e-01 
0.000000 	 -1.166666666666667e-01 	 -9.999999999999964e-02 	 -8.628902637506264e-01 
0.000000 	 -1.749999999999998e-01 	 -1.499999999999999e-01 	 -8.416488370627386e-01 
0.000000 	 -2.333333333333334e-01 	 -1.999999999999997e-01 	 -8.140612288773624e-01 
0.000000 	 -2.916666666666665e-01 	 -2.500000000000000e-01 	 -7.816091093289466e-01 
0.000000 	 -3.500000000000001e-01 	 -2.999999999999998e-01 	 -7.455856191392500e-01 
0.000000 	 -4.083333333333332e-01 	 -3.499999999999996e-01 	 -7.069857226730507e-01 
0.000000 	 -4.666666666666668e-01 	 -3.999999999999999e-01 	 -6.664972930011642e-01 
0.000000 	 -5.249999999999999e-01 	 -4.499999999999997e-01 	 -6.245472450866265e-01 
0.000000 	 -5.833333333333335e-01 	 -5.000000000000000e-01 	 -5.813653456077139e-01 
0.000000 	 -6.416666666666666e-01 	 -5.499999999999998e-01 	 -5.370444472609688e-01 
0.000000 	 -7.000000000000002e-01 	 -5.999999999999996e-01 	 -4.915887557392781e-01 
0.000000 	 -7.583333333333333e-01 	 -6.499999999999999e-01 	 -4.449490166778949e-01 
0.000000 	 -8.166666666666664e-01 	 -6.999999999999997e-01 	 -3.970465886989949e-01 
0.000000 	 -8.750000000000000e-01 	 -7.500000000000000e-01 	 -3.477891280581467e-01 
0.000000 	 -9.333333333333331e-01 	 -7.999999999999998e-01 	 -2.970803651374394e-01 
0.000000 	 -9.916666666666667e-01 	 -8.500000000000001e-01 	 -2.448259059636609e-01 
0.000000 	 -1.050000000000000e+00 	 -8.999999999999999e-01 	 -1.909364490759037e-01 
0.000000 	 -1.108333333333333e+00 	 -9.499999999999997e-01 	 -1.353293703938694e-01 
0.000000 	 -1.166666666666667e+00 	 -1.000000000000000e+00 	 -7.792930816931348e-02 
0.000000 	 -1.225000000000000e+00 	 -1.050000000000000e+00 	 -1.866815759303553e-02 
0.000000 	 -1.283333333333333e+00 	 -1.100000000000000e+00 	 4.251526475949358e-02 
0.000000 	 -1.341666666666667e+00 	 -1.150000000000000e+00 	 1.056757245480975e-01 
0.000000 	 -1.400000000000000e+00 	 -1.200000000000000e+00 	 1.708621426211921e-01 
0.000000 	 -1.458333333333333e+00 	 -1.250000000000000e+00 	 2.381181789581081e-01 
0.000000 	 -1.516666666666667e+00 	 -1.300000000000000e+00 	 3.074827946716085e-01 
0.000000 	 -1.575000000000000e+00 	 -1.350000000000000e+00 	 3.789907749068509e-01 
0.000000 	 -1.633333333333333e+00 	 -1.400000000000000e+00 	 4.526732050732142e-01 
0.000000 	 -1.691666666666667e+00 	 -1.450000000000000e+00 	 5.285578985401342e-01 
0.000000 	 -1.750000000000000e+00 	 -1.500000000000000e+00 	 6.066697771715812e-01 
0.000000 	 -1.808333333333333e+00 	 -1.550000000000000e+00 	 6.870312077966498e-01 
0.000000 	 -1.866666666666667e+00 	 -1.600000000000000e+00 	 7.696622985082286e-01 
0.000000 	 -1.925000000000000e+00 	 -1.650000000000000e+00 	 8.545811589227741e-01 
0.000000 	 -1.983333333333333e+00 	 -1.700000000000000e+00 	 9.418041284572407e-01 
0.000000 	 -2.041666666666667e+00 	 -1.750000000000000e+00 	 1.031345976430641e+00 
0.000000 	 -2.100000000000000e+00 	 -1.800000000000000e+00 	 1.123220077467250e+00 
0.000000 	 -2.158333333333333e+00 	 -1.850000000000000e+00 	 1.217438565319886e+00 
0.000000 	 -2.216666666666667e+00 	 -1.900000000000000e+00 	 1.314012467876150e+00 
0.000000 	 -2.275000000000000e+00 	 -1.950000000000000e+00 	 1.412951825775105e+00 
0.000000 	 -2.333333333333333e+00 	 -2.000000000000000e+00 	 1.514265796754833e+00 
0.000000 	 -2.391666666666667e+00 	 -2.050000000000000e+00 	 1.617962747575941e+00 
0.000000 	 -2.450000000000000e+00 	 -2.100000000000000e+00 	 1.724050335122270e+00 
0.000000 	 -2.508333333333333e+00 	 -2.150000000000000e+00 	 1.832535578066322e+00 
0.000000 	 -2.566666666666666e+00 	 -2.200000000000000e+00 	 1.943424920300697e+00 
0.000000 	 -2.625000000000000e+00 	 -2.250000000000000e+00 	 2.056724287175272e+00 
0.000000 	 -2.683333333333334e+00 	 -2.300000000000000e+00 	 2.172439135440324e+00 
0.000000 	 -2.741666666666667e+00 	 -2.350000000000000e+00 	 2.290574497675204e+00 
0.000000 	 -2.800000000000000e+00 	 -2.400000000000000e+00 	 2.411135021878442e+00 
0.000000 	 -2.858333333333333e+00 	 -2.450000000000000e+00 	 2.534125006805680e+00 
0.000000 	 -2.916666666666667e+00 	 -2.500000000000000e+00 	 2.659548433564847e+00 
0.000000 	 -2.975000000000000e+00 	 -2.550000000000000e+00 	 2.787408993911637e+00 
0.000000 	 -3.033333333333333e+00 	 -2.600000000000000e+00 	 2.917710115631189e+00 
0.000000 	 -3.091666666666667e+00 	 -2.650000000000000e+00 	 3.050454985342551e+00 
0.000000 	 -3.150000000000000e+00 	 -2.700000000000000e+00 	 3.185646569019916e+00 
0.000000 	 -3.208333333333333e+00 	 -2.750000000000000e+00 	 3.323287630487822e+00 
0.000000 	 -3.266666666666667e+00 	 -2.800000000000000e+00 	 3.463380748115666e+00 
0.000000 	 -3.325000000000000e+00 	 -2.850000000000000e+00 	 3.605928329909271e+00 
0.000000 	 -3.383333333333333e+00 	 -2.900000000000000e+00 	 3.750932627173293e+00 
0.000000 	 -3.441666666666667e+00 	 -2.950000000000000e+00 	 3.898395746897477e+00 
0.000000 	 -3.500000000000000e+00 	 -3.000000000000000e+00 	 4.048319663001616e+00 
